Artist,Title,Lyrics,Mood
Britt Nicole,The Lost Get Found,"Hello my friend
I remember when you were
So alive with your wide eyes
Then the light that you had in your heart was stolen
Now you say that it ain't worth stayin'
You wanna run but you're hesitatin'
I'm talkin' to me
Don't let your lights go down
Don't let your fire burn out
'Cause somewhere, somebody needs a reason to believe
Why don't you rise up now?
Don't be afraid to stand out
That's how the lost get found
The lost get found
So when you get the chance
Are you gonna take it?
There's a really big world at your fingertips
And you know you have the chance to change it
There's a girl on the streets, she's cryin'
There's a man whose faith is dyin'
Love is calling you
Don't let your lights go down
Don't let your fire burn out
'Cause somewhere, somebody needs a reason to believe
Why don't you rise up now?
Don't be afraid to stand out
That's how the lost get found
The lost get found
Why do we go with the flow
Why take an easier road?
Why are we playin' it safe?
Love came to show us the way
Love is a chance we should take
I'm movin' out of the gray
Don't let your lights go down
Don't let your fire burn out
'Cause somewhere, somebody needs a reason to believe
(Stand out)
Don't let your lights go down
Don't let your fire burn out
(Stand out)
'Cause somewhere, somebody needs a reason to believe
Why don't you rise up now?
Don't be afraid to stand out
That's how the lost get found
The lost get found
So when you get the chance
Are you gonna take it?
There's a really big world at your fingertips
And you know you have the chance to change it",angry
Jadon Lavik,Hear Our Song,"In joyous surrender
With our eyes fixed you
May our lives bring you glory
To serve you in all that we do

In joyous surrender
With our hearts full of praise
We sing of your mercy
We sing of your love and your grace

Father hear our song
A song of praise to the worthy one

In joyous surrender
With our eyes fixed on you
May our lives bring you glory to serve you in all that we do

Father hear our song
A song of praise to the worthy one
Father we have come
To offer our lives to the holy one

And we live for your glory and we live by your love
And we sing of your glory and we sing of your love
And we live for your glory and we live by your love
And we sing of your glory and we sing of your love Father hear our song
A song of praise to the worthy one
Father we have come
To offer our lives to the holy one

And we live for your glory and we live by your love
And we sing of your glory and we sing of your love

   
",happy
The Afters,All That I Am,"I feel a burning, deep inside of me
I feel your Spirit, it's moving around me
I hear Your voice, You're calling me closer
I know that You're here, You're calling me closer
And I will
Love You with all of my heart
Jesus I'll love You with all of my mind
Jesus I'll love You with all of my souls
Jesus I'll love You with all that I am
I know that You hear me when I say my prayers
I know that You're with me even when I'm all alone
When I close my eyes, You're calling me close
When I pull away, You're pulling me closer
And I will
Love You with all of my heart
Jesus I'll love You with all of my mind
Jesus I'll love You with all of my souls
Jesus I'll love You with all that I am
You are holy, Lord God Almighty
You are holy, Lord God Almighty
Who was and is and will soon come again
Lord you are and now You're coming again
Just like you said, You're coming again
And I will
Love You with all of my heart
Jesus I'll love You with all of my mind
Jesus I'll love You with all of my souls
Jesus I'll love You with all that I am",happy
Todd Agnew,Joy Unspeakable,"I have found His grace is all complete
He supplies my every need
While I sit and learn at Jesus' feet
I am free indeed

What kind of joy is this?

It's joy unspeakable, all You've done for me
It's indescribable, just a taste of Your glory
It's unnatural, not to tell the story of all You've given me
My words are incomplete, it's joy unspeakable

I have found the pleasure I once craved
It's joy and peace within, within
What a wondrous blessing I am saved
From the awful gulf of sin

It's joy unspeakable, all You've done for me
It's indescribable, just a taste of Your glory
It's unnatural, not to tell the story of all You've given me
My words are incomplete

I have found the joy no tongue can tell
How its waves of glory roll
It is like an overflowing well
Springing up within my soul

It's unspeakable, all You've done for me
It's indescribable, just a taste of Your glory
It's unnatural, not to tell the story of all You've given me
My words are incomplete
It's joy unspeakable

Joy unspeakable
What kind of joy is this?",happy
Norman Hutchins,Get Ready For Your Miracle,"[Intro:]
God is up to something.
God is up to something.

God is up to something.
God is up to something,
So get ready, 
Get ready for your miracle.

[Chorus:]
God is up to something.
God is up to something.

God is up to something.
God is up to something,
Get ready, get ready for your miracle.

[Verse:]
Eyes have not seen, ears have not heard
All of the wonderful things that God has in store, 
So get ready, get ready for your miracle.

[Chorus]

[Vamp:]
It's on the way,
It's on the way,
It's on the way,
It's on the way.
[repeat as desired]

It's on the way,
It's on the way,
It's on the way...

[Ending:]
Your miracle is on the way.
Get ready, get ready for your miracle",happy
Diana Krall,You're My Thrill,"You're my thrill
You do something to me
You send chills right through me
When I look at you
Cause you're my thrill
You're my thrill
How my pulse increases
I just go to pieces
When I look at you
Cause you're my thrill
Nothing seems to matter
Here's my heart on a silver platter
Where's my will
Why this strange desire
That keeps mounting higher
When I look at you
I can't keep still
You, my thrill
You know you are my thrill
Nothing seems to matte
Here's my heart on a silver platter
Where's my will
Why this strange desire
That keeps mounting higher
When I look at you
I can't keep still
You, my thrill
You know you are my thrill",happy
Jonathan Butler,Color Green,"Deep is the love
Love that is deep within the sea
Lifting me high
High as the eagle in the sky

Soaring above the cloud
Where I can find the sea
Closer to you, I feel
Your love surrounding me

Like the color green
You're in every stream
You're in everything
Even in my dreams

You're my color green
You're my favorite thing
Like the song I sing
What a precious thing

Great is your love
Touching the deepest part of me
You open my heart
Revealing to me the mystery

You never grow old to me
With you each day is new
For all that you've done for me
I give my life to you, you

Like the color green
You're in every stream
You're in everything
Even in my dreams

You're my color green
You're my favorite thing
Like the song I sing
What a precious thing

Like the color green
You're in every stream
You're in everything
Even in my dreams

You're my color green
My favorite thing
Like a song I sing
What a precious thing

You're my color green
You're in every stream
What a precious thing
Like the color green, yes

You're in everything Like the color green
You're in every stream
You're in everything
Even in my dreams

Like the color green
You're my favorite thing
Like the song I sing
You're in everything
What a precious thing

You're my color green
You're my, you're my everything
You're in every stream
What a precious thing",relaxed
John Coltrane,Acknowledgement,"A love supreme,
A love supreme,
A love supreme,
A love supreme,
A love supreme,
A love supreme,
A love supreme,
A love supreme,
A love supreme,
A love supreme�",happy
Seether,Driven Under,"Do you think I'm faking
When I'm lying next to you?
Do you think that I am blind
Nothing left for me to lose?
Must be something on your mind
Something lost and left behind
Do you know I'm faking now?
Do you know I'm faking
When I'm lying next to you?
Do you know that I am blind to everything you ever do?
Must be something on your mind
Something lost for me to find
Do you know I'm faking
Then she told me she had a gun
It sounded like she'd used It once before on him
Then she told me she had a gun
It sounded like she'd used It once before, oh man
I guess you know I'm faking
When I tell you I love you
I guess you know that I am blind
To everything you say and do
Must be something on my mind
There's nothing left for me to hide
Do you know I'm faking
Then she told me she had a gun
It sounded like she'd used It once before on him
Then she told me she had a gun
It sounded like she'd used It once before, oh man
We have to succumb to the feelings we can never face
I need you, I breathe you,
I can't go through this all again
We have to succumb to
The feelings we can never face I need you
I breathe you, I can't go through this
Then she told me she had a gun
It sounded like she'd used It once before
Then she told me she had a gun
It sounded like she'd used It once before on him
Then she told me she had a gun
It sounded like she'd used It once before, oh man
Then she told me she had a gun
She says she wants to use It on me now",angry
Soundgarden,Rhinosaur,"Standing with my enemy
Hung on my horns
With haste and reverie
Killing with charm
Only happy when you hurt
Only deadly in a swarm
Only healthy in the dirt
Only empty in your arms
I play, I'm sick and tame
Drawing the hordes
I'll wait, and show the lame
The meaning of harm
The skull beneath my feet
Like feathers in sand
I graze among the graves
A feeling of peace
Only bending when you break
Only feeding when you're cold
Only healing when you ache
Only feeling when you don't
Only bending when you break
Only feeding when you're cold
Only healing when you ache
Only feeling when you don't",sad
Metallica,Fight Fire With Fire,"Do unto others as they have done unto you
But what in the hell is this world coming to?
Blow the universe into nothingness
Nuclear warfare shall lay us to rest
Fight fire with fire
Ending is near
Fight fire with fire
Bursting with fear
We shall die
Time is like a fuse, short and burning fast
Armageddon is here, like said in the past
Fight fire with fire
Ending is near
Fight fire with fire
Bursting with fear
Soon to fill our lungs the hot winds of death
The gods are laughing, so take your last breath
Fight fire with fire
Ending is near
Fight fire with fire
Bursting with fear
Fight fire with fire
Fight fire with fire
Fight fire with fire
Fight fire with fire
Fight fire with fire
Fight fire with fire
Fight fire with fire
Fight fire with fire, fight",angry
Deftones,You've Seen the Butcher,"Don't wanna take it slow
I wanna take you home
And watch the world explode
From underneath your glow
I wanna watch the way 
You creep across my skull
You slowly enter
'Cause you know my room
And then crawl your knees off
Before you shake my tomb
I wanna watch you close
I need to see for sure
And then the tape is on
Who do you think we could show
I wanna watch the way
You creep across my skull
You slowly enter
'Cause you know my room
And then crawl your knees off
Before you shake my tomb
I wanna watch the way
You creep across my skull
You slowly enter
'Cause you know my room
And then crawl your knees off
Before you shake my tomb
You enter slowly
You know my room
You crawl your knees off
And then you shake my tomb",sad
Velvet Revolver,Fall To Pieces,"It's been a long year since you've been gone
I've been alone here, I've grown old
Fall to pieces, I'm falling
Fell to pieces and I'm still falling
Every time I'm falling down
All alone I fall to pieces
I keep a journal of memories
I'm feeling lonely, I can't breathe
Fall to pieces, I'm falling
Fell to pieces and I'm still falling
Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces
All the years I've tried
With more to go
Will the memories die
I'm waiting
Will I find you
Can I find you
We're falling down
I'm falling
Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces",sad
Puddle Of Mudd,Away From Me,"Yeah
Lies
Look at me now just sitting here by myself
And I think you found someone else
Now I'm gonna have to find a way to put the bottle down
And why can't you see that I'm drowning in a pool of misery?
I'm always afraid that you're gone
Away from me
I'm always afraid that you're lost in 
Somebody
I'm always afraid that you're gone
Away from me
I'm always afraid that you're lost
So here I am I want to be my myself
And I think you're fucking someone else
Now I'm gonna have to find a way to take the knife out of my back
And how could you leave me
Stranded in a closet full of puddles?
I'm always afraid that you're gone
Away from me
I'm always afraid that you're lost in 
Somebody
I'm always afraid that you're gone
Away from me
I'm always afraid that you're lost
Maybe you could let me stay
Maybe just for one more day
You could help me stay the same
Maybe things won't ever change
Maybe we could taste the rain
You could push me out the way
Now I sit here by myself
Think about somebody else
How could you let them take you away from me?
(There's somebody else, there's somebody else)
I'm always afraid that you're gone
Away from me
I'm always afraid that you're lost in 
Somebody
I'm always afraid that you're gone
Away from me
I'm always afraid that you're
I'm always afraid 
I'm always afraid 
I'm always afraid 
I'm always afraid 
I'm always afraid 
I'm always afraid 
I'm always afraid 
Away from me",angry
Staind,Home,"I force myself through another day 
Can't explain the way today just fell apart like everything 
Right in my face 
And I try to be the one 
I can't accept this all because of you 
I've had to walk away 
From everything 

I'm afraid to be alone 
Afraid you'll leave me when I'm gone 
I'm afraid to come back home 

Another sleepless night again 
Hotel rooms my only friend 
And friends like that just don't add up 
To anything 
And I try so hard to be everything 
That I should never take away from you again 
'Cause I heard ya say 

I'm afraid to be alone 
Afraid you'll leave me when I'm gone 
I'm afraid to come back home 

I cannot forget 
I live with regret 
I cannot forget 
I live with... 

I'll live through this 
I can't see through this 
I can't do this anymore 

I'm afraid to be alone 
Afraid you'll leave me when I'm gone 
I'm afraid to come back home 

Afraid you'll leave me when I'm gone 
I just wish I was back home 
Home
",angry
Pearl Jam,Glorified G,"Yeah, yeah, yeah, yeah
Got a gun
Fact I got two
That's okay man 'cause I love God
Glorified version of a pellet gun
Feels so manly
When armed
pellet gun
(Glorified version of a) pellet gun
(Glorified version of a) pellet gun
(Glorified version of a) pellet gun
Don't think
Dumb is strength
Never shot at a living thing
Glorified version of a pellet gun
Feels so manly
When armed
pellet gun
(Glorified version of a) pellet gun
(Glorified version of a) pellet gun
(Glorified version of a)
Always keep it loaded
Always keep it loaded
Always keep it loaded
Kindred to be an American
I can feel your heart (Ooh, life comes)
(Life comes) I can feel your heart in your neck
(Life comes) I can feel your heart in your neck
(Life comes) I can feel your heart in your neck
(Life comes) I can steal your heart from your neck
Glorified
Glorified",angry
David Guetta,On The Dancefloor ,"I got that fire, fire, fire, fire, fire, fire, fire, fire, fire, fire on the dance floor
I got that fire, fire, fire, fire, fire, fire, fire, fire, fire, fire on the dance floor
Turn it up
I got that fire, fire, fire, fire, fire, fire, fire, fire, fire, fire on the dance floor
I got that fire, fire, fire, fire, fire, fire, fire, fire, fire, fire on the dance floor
Turn it up
Turn it up
Turn it up
Turn it up
Turn it up
Up
Turn it up
Up
Turn it up up up
On the dance floor",angry
Fred Hammond & Radical For Christ,I Will Bless His Holy Name,"I will bless His holy name
Everything in me will do the same
All that's inside this dusty frame
Will bless His name

[1st verse]
I wll bless His holy name
Whether in good times, sorrow, sunshine or in rain
All that's within me will find good reason
To bless His name yeah
Let it be You that I remember
Lord to Your wisdom and Your mercy
I have surrendered 
Lord my heart holds to this one refrain
I'll bless Your holy name

[Channel]
For He's crowned me with love
And His mercy
And with all
All good things
He satisfies me
So you'll hear me say

[Chorus]

[2nd verse]
Let every instrument 
And every voice
Forsake his own way
And make a choice
That when it seems that 
Your heart would faint
You'll bless His name
Bless His name

[Channel]
[Chorus x2]
",relaxed
Whitney Houston,Joy ,"Listen to the music 
The sound of the angels 
Come and see the child 
Who can make you whole 
Lying in a manger 
Away from harm and danger
Oh joy in my soul 
Oh joy, joy down in my soul 
Sweet beautiful soul saving joy 
Oh joy, joy, joy in my soul 
Joy, joy, joy in my soul oh
He sent from up above 
This special gift of love 
More precious than silver or gold 
He was sent this holiday 
To take our pain away
Go tell it on the mountain 
Shout it from a valley 
Tell about the baby in swaddling clothes 
Men in every nation 
Join the celebration
Way down deep joy 
Joy, joy, joy 
I've got joy 
Way down deep inside my soul joy 
Unspeakable joy 
Joy in my soul",happy
Israel & New Breed,Friend Of God,"I am a friend of God
I am a friend of God
I am a friend of God
He calls me friend

[Lead:]
Who am I that You are mindful of me
That You hear me, when I call
Is it true that you are thinking of me
How You love me
It's amazing
[Choir sings lead verse]

[Chorus:]
I am a friend of God
I am a friend of God
I am a friend of God
He calls me friend
[repeat]

[Lead:] What a privilege it is

[Vamp:]
God almighty Lord of Glory
You have called me friend",happy
Micah Stampley,War Cry,"I hear the sound of a voice
Crying out in the wilderness
(Prepare ye the way of the Lord)
I hear the sound of a voice
It sounds like thunder
(Prepare ye the way of the Lord, ooh)

This is a war cry
Calling all of the warriors
(With your weapons fit for the fight)
We must stand as a people
Filled with His light

[Chorus:]
Prepare ye the way
Of the Lord, Lord, Lord
Prepare ye the way
Of the Lord, Lord, Lord

The Creator is waiting for us
To acknowledge Him
(Prepare ye the way of the Lord)
So I will sing and I will shout
'Til He returns for me
(Prepare ye the way of the Lord, ooh)

Let us kneel down
And reverence His presence
(So all the world will see)
That He is faithful and just
Deserving all glory

[Chorus]

Oh, oh, oh
We're waiting on our Savior
Oh, oh, oh, oh
We're waiting on our King
Oh, oh, oh
We're waiting on our Master
Oh, oh, oh, oh
He is our everything

This a war cry
For the warriors
Pick up your weapons
It's time to fight

This a war cry
For the warriors
Pick up your weapons
Fight, fight

This is a war cry
For the warriors
Prepare ye the way of the Lord [5x]",angry
Gary Wright,Love Is Alive,"Well I think it's time to get ready
To realize just what I have found
I have lived only half of what I am
It's all clear to me now
My heart is on fire
My soul's like a wheel that's turnin'
My love is alive, my love is alive, yeah, yeah, yeah
There's something inside
That's making me crazy
I'll try to keep it together
'Cause what I say may not happen the same way 
Now could be forever
My heart is on fire
My soul's like a wheel that's turnin'
My love is alive, my love is alive, yeah, yeah, yeah
There's a mirror moving inside my mind
Reflecting the love that you shine on me
Hold on now to that feeling 
Let it flow, let it grow, yeah, yeah
My heart is on fire
My soul's like a wheel that's turnin'
My love is alive, my love is alive, yeah, yeah, yeah",happy
Scissor Sisters,Fire With Fire,"You can see that you're being surrounded
From every direction
And love was just something you found
To add to your collection
It used to seem we were number one
But now it sounds so far away
I had a dream we were running from
Some blazing arrows yesterday
You said, fight fire with fire
Fire with fire
Fire with fire
Through desire, desire -sire, desire
Through your desire
Now the city blacks out the sun
That you know is rising
You can show me the work that you've done
Your fears have been disguising
Is it just me or is everyone
Hiding out between the lines
What will we be when we come undone
Just a simple meeting of the minds?
And we'll fight fire with fire
Fire with fire
Fire with fire
Through desire, desire -sire, desire
Through your desire
We'll fight fire with fire
Fire with fire
Fire with fire
Through desire, desire -sire, desire
Through your desire
Underneath your skies
There's a million lights
Burning brightly just like fireflies
It's cold and heaven surrounds you from every direction
Cause there's someone behind every hand
That you've made a connection
And now we're free to be number one
The morning isn't far away
I had a dream we were holding on
And tomorrow has become today, become today
And we'll fight fire with fire
Fire with fire
Fire with fire
Through desire, desire -sire, desire
Through your desire
We'll fight fire with fire
Fire with fire
Fire with fire
Through desire, desire -sire, desire
Through your desire",angry
The Drifters,Some Kind Of Wonderful,"Wonderful, wonderful, wonderful
All you have to do is touch my hand
To show me you understand
And something happens to me
That's some kind of wonderful
Any time my little world is blue
I just have to look at you
And every thing seems to be some kind of wonderful
I know I can't express this feeling of tenderness
There's so much I wanna say
But the right words just don't come my way
I just know when I'm in your embrace
This world is a happy place
And something happens to me
That's some kind of wonderful
I know I can't express this feeling of tenderness
There's so much I wanna say
But the right words just don't come my way
I just know when I'm in your embrace
This world is a happy place
And something happens to me
That's some kind of wonderful",relaxed
J. Moss,Abundantly,"It would be like the sky that's never sunny
It would be like the bee that can't make honey
Or maybe like the fallin snow that never melts
Like always hearing of your touch but never felt
It's like the vase that holds no flowers

[Chorus:]
Never wanna sleep with out you
Never wanna wake with out you
I never wanna part with life abundantly

Never take a chance with out you
(Cause) I'll never do my best with out you
I never wanna leave this life abundantly

Hallelujah

[Verse 2:]
It would be like the game that has no winner
Like knowing loves behind the door you cannot enter
Like knowing joys in a mornin that never comes
(Kinda like) What life would be if God didn't send his son
It's kinda like a heart with no love flowing through it

[Chorus:]
(I) Never wanna sleep with out you
(And I) Never wanna wake with out you
(No) I never wanna part with life abundantly

Never take a chance with out you
(Cause) I never do my best with out you
(Oh Father) I never wanna leave this life abundantly

[Chorus:]
Never wanna sleep with out you
Never wanna wake with out you
I never wanna part with life abundantly

Never take a chance with out you
(Cause) I never do my best with out you
I never wanna leave this life abundantly

Since you came in my life your source of my abundant living
",relaxed
Phil Perry,Love Don't Love Nobody,"Sometimes a girl
Will come and go
You reach for love
But life won't let ya know
That in the end
You'll still be lovin' her
But then she's gone
You're all alone
Sign of pain
Is on my face, well
My hearbeat stops
But I won't take the blame, no no
I gave her all the love I had within
My love was strong
Somethin' went wrong, no! no!
It takes a fool to learn
Yes sir
That love don't love nobody
Love love love love love love
It takes a fool to learn
Yes it does, girl
That love don't love no one
That love don't love no one
It takes a fool to learn
Stop to think about it, well
That love don't love nobody
Oh! Oh no!
It takes a fool to learn
When you're down and out, shout about it
That love don't love no more
Tell the world, oooh babe
No more
Oh, babe
It takes a fool to learn
Gotta be more careful about myself
That love don't love nobody
It takes a fool to learn
Whoa baby, took me a long time to learn, to learn, well
That love don't love no one
It takes a fool to learn
I was a fool, you were a fool
That love don't love nobody
Now we got love, we need love
It takes a fool to learn",happy
Cherrelle,Everything I Miss At Home,"me.
You know, I never meant for this to happen.
(Oooooohoooooooooooooooooooooooooooooh)
But if it's wrong, I just feel so right.
You give me attention.
You're someone who understands my needs.
All rare but sensitive.
Everything I miss at home.
You know how to hold me and feel all the things I want to feel.
Inside each tender kiss,
I get everything I miss at home.
I was just out on the town in search of some fun.
I was looking for love, then you came along and shared with me all the things I miss at home.
You give me attention. (Oooooooooooooh.)
You're someone who understands my needs.
All rare but sensitive.
Everything I miss at home.
You know how to hold me (Oooh. Hold me.) and feel all the things I want to feel. (Feel me, too.)
Inside each tender kiss, (Oooooh)
I get everything I miss at home.
Oh, yes, I do love someone, (Oh, oooooh.) but I can't pretend to be the happy one. (The happy one.)
Then you're taken for granted.
I was lonely (So lonely),
(I'm not meant to be lonely.) but you were there for me.
You give me attention. (Ooooooooh)
You're someone who understands my needs.
(Girl, I understand your needs.)
All rare but sensitive. Most rare.
Everything I miss at home. (Oooh, wee, baby, uh, uh.)
You know how to hold me, Oh. Hold me. (I wanna hold you, darling.)
And feel all the things I want to feel.
(Oh, I wanna feel you, girl.)
Inside each tender kiss, (Ooooh)
I get everything I miss at home.
(Ah, ahh, oh.)
Home is where the heart is, baby,
Top40db: The most accurate lyrics site on the net.
(Things I miss at home.) and I'm at home.
Home is where you let your feelings show. (Things I miss at home.)
Everything that I know.
Till I met you, I was",relaxed
The Ohio Players,Love Rollercoaster,"You give me that funny feeling in my tummy
Ahw sh, yeah, that's right huh
Rollercoaster of love say what
Rollercoaster yeah (oohh oohh oohh)
Oh baby you know what I'm talking about
Rollercoaster of love
Oh yeah it's rollercoaster time
Lovin' you is really wild
Oh it�s just a love rollercoaster
Step right up and get your tickets
Your love is like a rollercoaster baby, baby
I want to ride yeah (awawaw)
Your love is like a rollercoaster baby, baby
I want to ride yeah (awawaw)
Move over dad 'cause I'm a double dipple
Upside down on the big dip dipper
1, 2, 1, 2, 3 I've got a ticket come ride with me
Let me go down on the merry-go-round
All is fair 'n' a big fair ground
Let's go slow, let's go fast
Like a liquorice twist gonna whip your ass
Your love is like a rollercoaster baby, baby
I want to ride yeah (awawaw)
Your love is like a rollercoaster baby, baby
I want to ride yeah (awawaw)
Your love is like a rollercoaster baby, baby
I want to ride yeah (awawaw)
Your love is like a rollercoaster baby, baby
I want to ride yeah (awawaw)
Move over dad 'cause I'm a double dipple
Upside down on the big dip dipper
1, 2, 1, 2, 3 I've got a ticket come ride with me
Let me go down on the merry-go-round
All is fair 'n' a big fair ground
Let's go slow, let's go fast
Like a liquorice twist gonna whip your ass
Your love is like a rollercoaster baby, baby
I want to ride yeah (awawaw)
Your love is like a rollercoaster baby, baby
I want to ride yeah (awawaw)
Rollercoaster say what
I will be there for you I will be your man",happy
The Staple Singers,Respect Yourself,"If you disrespect anybody that you run in to
How in the world do you think anybody's s'posed to respect you
If you don't give a heck 'bout the man with the bible in his hand
Just get out the way, and let the gentleman do his thing
You the kind of gentleman that want everything your way
Take the sheet off your face, boy, it's a brand new day
Respect yourself, respect yourself
If you don't respect yourself
Ain't nobody gonna give a good cahoot, na na na na
Respect yourself, respect yourself
If you're walking 'round think'n that the world owes you something cause
You're here you goin' out the world backwards like you did when you
Put your hand on your mouth when you cough, that'll help the solution
Oh, you cuss around women and you don't even know their names and you
Dumb enough to think that'll make you a big ol man",relaxed
Clyde McPhatter,Lover Please,"Lover please, please come back
Don't take a train coming down the track
Don't, please don't, don't leave me
Don't leave me in misery
You would never hold me so near
You would never call me  Dear 
Don't you know I'd die for you?
Now you're gone, that's what I'll do
All those stories, not too long
About a love that went all wrong
The girl left the boy, just as bad
Now she's gone, she's so sad
You would never hold me so near
You would never have called me  Dear 
Don't you know I'd die for you?
Now you're gone, that's what I'll do",sad
The Jackson 5,Maybe Tomorrow,"I don't know how many stars there are
Up in the heavenly sky
I only know my heaven is here on earth
Each time you look into my eyes
The way you do baby
Thank you, thank you baby
My beautiful bird, you have flown away
I held you too tight
I can see
You're all I need to get by
No one else can make me cry
The way
You do, baby
You are the book that I read each day
You are the song that I sing
(Gonna sing it to you)
You are the four seasons of my life
But maybe tomorrow
You'll change your mind girl
Maybe tomorrow
You'll come back to my arms girl
You're all I need to get by
No one else can make me cry
The way you do baby
'Cause you are the book that I read each day
You are the song that I sing
(Gonna sing it to you)
You are the four seasons of my life
But maybe tomorrow
You'll change your mind girl
Maybe tomorrow
You'll come back to my arms girl
You are the book that I read each day
(Sing it, sing it, sing it, yeah)
You are the song that I sing
(Sing it, sing it, sing it, yeah)
You are the four seasons of my life
But maybe tomorrow
You'll change your mind girl
Maybe tomorrow
You'll come back to my arms girl
You are the book that I read each day
You are the song that I sing
(Gonna sing it to you)
You are the four seasons of my life
But maybe tomorrow
You'll change your mind girl
Maybe tomorrow
You'll come back to my arms girl
Ooh baby I need you (Listen to me girl)
You are the song that I sing
You are the four seasons of my life
But maybe tomorrow
You'll change your mind girl
Maybe tomorrow
You'll come back to my arms girl
You are the song that I sing",relaxed
The Blackbyrds,Walking In Rhythm,"Walking in rhythm
Moving in sound
Humming to the music
Trying to move on
I'm walking in rhythm
Singing my song
Thinking about my baby
Trying to get home
Walking in rhythm
Moving in sound
Humming to the music
Trying to move on
It's been so long since I seen her
I'm tired and so all alone
I've traveled so very far
I've got to get back home
Got to get back home
It's been so long since I seen her
I'm tired and so all alone
I've traveled so very far
I've got to get back home
Got to get back home
Walking in rhythm
Moving in sound
Humming to the music
Trying to move on
I'm walking in rhythm
Singing my song
Thinking about my baby
Trying to get home",relaxed
Shalamar,Take That To The Bank,"Take that to the bank
Take that to the bank
A long time we stayed together
Been through the roughest weather, you and I
Still rich with love
We never had to borrow
And baby, only we know why
I?m so glad I saved my love for you
And I did what I had to do
I invested my heart so free
For what you gave me
Open your account to me
?Cause I?ll give you security, my love
Take that to the bank
My interest is strong
I got a love you can count on, baby love
Take that to the bank
Best believe I shopped around
Good insurance you have found in me
Don?t you worry
No one can steal my heart
Our contract can?t be torn apart
That easily
?Cause we build a strong love affair
On investments of equal share
Two hearts that beat as one
Just look what love has done
Dime in the socket
Just like money in my pocket, baby love
Take that to the bank
I know how to treat a man
With me you?re in good hands, baby love
Take that to the bank
Keep savin?, keep buildin? (Baby)
That interest for our love
Take that to the bank
Keep savin?, keep buildin? (Sugar)
That interest for our love
Take that to the bank
Save on love
Save it for me, baby
(Huh) Save on love, yeah
Take that to the bank
Take that to the bank
Keep savin?, keep buildin?
That interest for our love {Love}
Take that to the bank
Keep savin?, keep buildin?
That interest for our love {Love}
Take that to the bank
Open your account to me
?Cause I?ll give you security, my love
Take that to the bank
My interest is strong
I got a love you can count on, baby love
Take that to the bank",happy
Maze,Love Is The Key ,"Love is the key to life
The thing that makes it right
Why we can't be one I'll never know
Love is the key this time
And there's know doubt in my mind
If you really want to be free
Love is the key
Love is the key that's so real
It's the kind of thing you can feel
We can make things nice If we let it be
Love is the key you know I'm right
Oh it makes you feel so dynamite
If you really want to be free
You can believe that love is the key
Love is the key to life
The thing that makes it right
Why we can't be one I'll never know
Love is the key you know I'm right
Oh it makes you feel so dynamite
If you really want to be free
You can believe that love is the key
If you really want to be free
You can believe that love is the key",relaxed
Gerald Levert,Baby Hold On To Me,"All your friends are telling you
You should have a fancy car and diamond rings
But girl you know all good things come in time
Girl you know I'll do just about anything (anything)
To see a smile (to see a smile) upon your face (upon your face)
So don't let your friends go messing 
With your mind (oh no)
And girl you know 
There ain't nothing I won't do for you 
And baby don't
Don't ever doubt my love 'cause it's true
Baby hold on to me
See I'm a special kind
A man that is hard to find
Told you a thousand times
Baby hold on to me
Baby hold on to me
See I'm a special kind (hold me with all your tight)
A man that is hard to find
Told you a thousand times
Baby hold on to me (baby hold on)
Oh girl wasn't I there 
When he made you cry
And who was there to comfort you
When he said bye bye bye bye bye baby
Girl I give you my time 
Here is my money
All of my heart and 
You'll be so sorry baby
If we were to ever part, part
And girl you know
That I would never hurt you
Oh girl you know
That I would never desert you
Better hold on to me (hold on to me)
See I'm a special kind (I'm a special kind)
A man that is hard to find
Told you a thousand times (hard to find)
Baby hold on to me (baby baby)
Baby you better 
Baby hold on to me (see I'm)
See I'm a special kind (you know I am)
A man that is hard to find
Told you a thousand times
Baby hold on to me
Hold on
Oh baby baby see
I wanna be 
Everything that you need
And I promise baby I promise baby
I'll be there for you
Baby hold on to me (hold on)
See I'm a special kind (hold on)
A man that is hard to find (oh baby baby baby?
Told you a thousand times 
Baby hold on to me
Hold on
See you laying at night
Will you need someone to hold you tight
You're gonna look for me
You're gonna look for me 
So you better, you better
Baby hold on to me
See I'm a special kind
I want it, I want it
A man that is hard to find (oh baby)
Told you a thousand times 
Baby hold on to me
You better
You better
Hold on
Hold on
Think about it before you let me walk out the door baby
How can you live without me baby
'Cause I can't see myself livin' without you baby
Baby hold on to me (hold on, hold on)
See everything
See I'm a special kind (everything you ever needed)
A man that is hard to find
Told you a thousand times 
Baby hold on to me
So you better keep me around
You better keep me around (Hold on)
Baby baby baby baby baby
See I know I am a good man
And your friends keep telling
Your friends keep telling you no I'm not
But the don't know
Baby hold on to me (the good thing)
See I'm a special kind 
A man that is hard to find
Told you a thousand times (I'll never leave) 
Baby hold on to me (I'll never leave my baby)
Hold on",relaxed
