Artist,Title,Lyrics,Mood
Mary Wells,What Love Has Joined Together,"It would be easier to take the wet from water or the dry from sand
Than for anyone to try to separate us or stop us from holding hands, 'cause
I love you, I love you from the bottom of my heart
And what love has joined together, what love has joined together
Can nobody take it apart
It would be easier to take the cold from the snow or the heat from fire
Than for anyone to take me love from you 'cause you're my heart's desire, and
I love you, I love you from the bottom of my heart
And what love has joined together, what love has joined together
Can nobody take it apart
Even if they separate us a thousand miles apart
We will still be together in each other's hearts
It would be easier to change all the seasons of the year
Than for anyone to change the way I feel about you; I love you dear",happy
Fidel Rueda,Me Encantaria,"Me encantar�a poder causar locas reacciones en tu cuerpo
Tal vez un poco inclinado al loco beso
Me encantar�a enamorar tu coraz�n
Me encantar�a ser el motivo de que se te escape el sue�o
Que sea mi nombre el que llene tu cuaderno
De cada olvido quiero ser yo tu raz�n
Me encantar�a ser tu alegr�a
Ser tu mayor motivaci�n de cada d�a
El que en tu cama beba tus ganas
Como �l que bebe solo en fines de semana
Me encantar�a estar de planta en tu vida
Ser tu eterno seductor sin despedida
Me encantar�a ya no tener que aguantarme mis deseos
Cuando he sufriendo solo porque no te veo
Me encantar�a fueras m�a de una vez
Me encantar�a ya no tener que esconderme para verte
Por ser tu amante desde ahora y para siempre
Ser�a capaz de lo que fuera, ya lo ves
Me encantar�a ser tu alegr�a
Ser tu mayor motivaci�n de cada d�a
El que en tu cama beba tus ganas
Como �l que bebe solo en fines de semana
Me encantar�a estar de planta en tu vida
Ser tu eterno seductor sin despedida",sad
Palomo,No Me Conoces Aun,"No me conoces aun
Por que lo nuestro fue tan pasional
Que no nos dimos la oportunidad,
De decirnos cosas de amor de verdad

No me conoces aun
Las emociones que te hice sentir
Son solamente los d�as de abril
Nos quedan a4os de amor por vivir

Ven a mi casa, abr�zame
Hazme el amor
Pero esta vez con una mirada
No te conozco
No me conoces a mi
Sorpresas hay por vivir

No me conoces aun
Porque dejamos correr el reloj
Entre caricias y haciendo el amor
Sin conocernos un poco mejor

No me conoces aun
Y nos amamos sin ganas de amar
Y nos besamos por tan solo besar
Vamos a darnos la oportunidad

Ven a mi casa, abr�zame
Hazme el amor
Pero esta vez con una mirada
No te conozco
No me conoces a mi
Sorpresas hay por vivir

Ven a mi casa, abr�zame
Hazme el amor
Pero esta vez con una mirada
No te conozco
No me conoces a mi
Sorpresas hay por vivir",sad
Los Pikadientes De Caborca,La Cumbia Del Rio,"vamos a bailar pa ya(pa ya)
vamos a gosar pa ka(pa ka)
vamono a bailar bonito
moviendo bien el CULITO!

te mueves pa ya(pa ya)
te mueves pa ka(pa ka)
te mueves bien sabroson
al ritmo de este cumbion

vamos a bailar pa ya(pa ya)
vamos a gosar pa ka(pa ka)
vamos a bailar bonito
moviendo bien el CULITO!

vamonos pal rio
me importa ?!?! tu tio
pa ke fuera a controlar
una vieja pa bailar

ta bueno el ambiente
parece ke trae cresiente
el rio esta todo dar
para ponerse a PISTIAR!

tu eres casado
eres abusado
no te traigas a tu vieja
porque te pega y te deja

ta bueno el ambiente
parece ke trae cresiente
el rio esta a todo dar
para ponerse a PISTIAR!",sad
K-Paz De La Sierra,Volvere,"Aun puedo ver el tren partir y tu triste mirar
Esconde aquellas lagrimas, volvere
Como podre vivir, un a�o sin tu amor
La carte dice esperame, que el tiempo pasara
Un a�o no es un siglo y yo, volvere
Aun que dificil es, vivir sin tu amor
Pronto estaremos juntos te quiero tanto amor
El tiempo pasa esperame, volvere
Piensa en mi siempre asi
Que el tiempo pasara la carta dice esperame
Te quiero tanto amor
Un a�o no es un siglo y yo volvere
Piensa en mi siempre asi que el tiempo pasara
Pronto estaremos juntos te quiero tanto amor
El tiempo pasa esperame, volvere
Piensa en mi siempre asi que el tiempo pasara
Amor, amor, amor, amor
Un a�o no es un siglo y yo volvere
Piensa en mi siempre asi volvere
Un a�o no es un siglo y yo volvere",sad
Chalino Sanchez,Cuatro Espadas,"Four swords pointing me to the chest
By relying too much on my luck
I dream to be happy in your arms
But your death sentences me

A sword is that I do not want
The second you look lost
Those who have a cough missing eyes
It takes my life from me

If fate brought you to my
Maybe it was punishment from God
Four Swords now make me suffer
We have to kill the two

It takes you back to being good
If you can continue to worship
And heal me with a look
Four wounds continue to bleed today",sad
Banda El Recodo,Pena Tras Pena,"Pena tras pena
las que destrosan mi vida
Pena tras pena
las que destrosan mi vida
Como lastiman a mi pobre corazon
triste y canzado, solo esperare la muerte
porque no quiero ni a la vida sin tu amor
Diosito santo que feo me save la
miel amargua de su traicion,
pero la quiero con toda el alma.
como arrancarla de mi corazon?
Me voy mu lejos, pongo tierra de por medio,
pues si me quedo tu me vas a ver llorar.
triste y cansado solo esperare la muerte,
porque no quiero ni a la vida sin tu amor
Diosito santo que feo me save la
miel a margua de su traicion,
pero la quiero con toda el alma,
como arrancarla de mi corazon?
Diosito santo que feo me save
la miel amargua de su tracion
poro la quiero con toda el alma.
como arrancarla de mi corazon?",sad
Los Cadetes De Linares,Las Tres Tumbas,"Salieron de madrugada
Se oiha el canto de los
Gallos iban hacer 2 jornadas
Al lomo de sus caballos
La fiesta se celebraba en
El rancho del pitayo
Su padre les dio un consejo
Cuando apartir se aprestaban
Cuiden muy bien el peyejo
Por que la vida se acaba
En las palabras del viejo
Los 3 hermanos pensaban
Pedro le dice a fabian dale
Un trago a jose luis que beba
De ese mezcal pa que se
Seinta feliz que ahorita nomas
Al yegar nos vamos a divertir
Cuando arribaron al baile a
Bailar se dirigieron la muerte
Andaba en el aire eyos no la
Presintieron como les dijo su
Padre cuando del rancho salieron
Eran muchos los rivales viejos
Reencores surgieron rondando
Tras los jacales abrieron todos
El fuego asi matan los cobardes
Cuando los acosa el miedo
Un viejito solitario sin esperansa
Ninguna cuida el rancho y tres
Caballos como toda su fortuna
Va al panteon de ves en cuando
A visitar las 3 tumbas",sad
Los Temerarios,Al Otro Lado Del Sol,"Tengo terminada la barca
est� esperando en el puerto
tiene que existir un lugar
para nuestro amor.

Sin envidia sin maldad
sin tanto desconcierto
puede que lo encuentre all�
en el otro lado del sol.

Vamonos de viaje
prepara el equipaje
no hay tiempo ya
y al despertar
la nueva luz
nos guiara
al mar azul.

Abriendo camino
date mucha prisa
que el soplo de la brisa
vendr� a buscar
y se llevar�
al amanecer
nuestro amor
al otro lado del sol.

Ya no queda nada en el mundo
que nos haga dudarlo
para conservar el amor
es mejor marchar.

No nos hace falta la gente
ni vivir a su lado
tomame la mano
duerme y no lo pienses m�s.

Abriendo camino
vamonos de viaje
prepara el equipaje
no hay tiempo ya
y al despertar
la nueva luz
nos guiara
al mar azul.

Abriendo camino
date mucha prisa
que el soplo de la brisa
vendr� a buscar
y se llevar�
al amanecer
nuestro amor
al otro lado del sol.

Al otro lado del sol.",sad
Chalino Sanchez,Baraja De Oro ,"Voy a jugarme un albur
Con una baraja de oro
Que si la gano ya estuvo
Y si lo pierdo ni modo
Porque yo soy de los hombres que cuando pierdo no lloro.
Las mujeres son barajas
Ayy que saber barajar
Pa saber cual es la tuya
Es la que vas apostar
No ya despues de perdido
Quiran volver a jugar.
Y si juegas sin malicia
Porque no les tienes miedo
Esperando lo sota de oros
Te aparece un caballero.
Disperce mi buen amigo
Es que yo llege primero.
El que no lo quier creer
Que le entre a lo pantera
Pierde dinero y mujer
Y hasta la portamoneda
A veces llega a su casa
Con la camisa de fuera.
Y nimodo de reclamos
Porque yo llege a caballo
Estoy regando el rosal pa cortar
La flor de Mayo.
Perdoneme rey de copas
Pero yo soy de a caballo.
Y si juegas sin malicia
Porque no les tienes miedo
Esperando a sota de oros
Te aparece un caballero
Dispense mi buen amigo
Es que yo llege primero.",sad
Eric Church,Love Your Love The Most,"I love sleeping in on Saturdays
And I love college football games
I love not acting my age
And good barbecue
Yeah I'm a fan of Faulkner books
And anything my mama cooks
Small mouth bass have got me hooked
On Sunday afternoon
Yes I love good cold beer
And mustard on my fries
I love a good loud honky tonk
That rocks on Friday night
And hell yes I love my truck
But I want you to know
Honey I love your love the most
Man I love how Redman tastes
And damn I love my Nascar race
Any song sung by George Strait
Is country at it's best
Yes I love good cold beer
And mustard on my fries
I love a good loud honky tonk
That rocks on Friday nights
And hell yes I love my truck
But I want you to know
Honey I love your love the most
I love
Yeah I love scuffed up cowboy boots
And broken tore up jeans
A four wheel drive, eight point bucks
And rocky road ice cream
And hell yes I love my dog
And Jack D in my coke
But honey I love your love
Yeah I love your love
I love your love the most
I love your love the most",happy
Tim McGraw,It's Your Love ,"Dancing in the dark
Middle of the night
Taking your heart
And holding it tight
Emotional touch
Touching my skin
And askin' you to do
What you've been doing
All over again
Oh, it's a beautiful thing
Don't think I can keep it all in
I've just gotta let you know
What it is that won't let me go
It's your love
It just does something to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
Oh it's your love
Better than I was
More than I am
And all of this happened
By taking your hand
And who I am now
Is who I wanted to be
And now that we're together
I'm stronger than ever, I'm happy and free
Oh, it's a beautiful thing
Don't think I can keep it all in
And if you ask me why I've changed
All I gotta do is say your sweet name
It's your love
It just does something to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
Oh it's your love
Oh, it's a beautiful thing
Don't think I can keep it all in
I've just gotta let you know
What it is that won't let me go
It's your love
It just does something to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
Oh it's your love
It's your love
It's your love",happy
Temple Of The Dog,Hunger Strike,"I don't mind stealing bread
From the mouths of decadence
But I can't feed on the powerless
When my cup's already overfilled
Yeah

But it's on the table
The fire's cooking
And they're farming babies
The slaves are all working

Blood is on the table
The mouths are all choking
But I'm goin' hungry, yeah

I don't mind stealing bread
From the mouths of decadence
But I can't feed on the powerless
When my cup's already overfilled, mmm mmm

But it's on the table
The fire is cooking
And they're farming babies
The slaves are all working

And it's on the table
Their mouths are all choking
But I'm going hungry (going hungry)
I'm going hungry (going hungry)
I'm going hungry (going hungry)
I'm going hungry (going hungry)

I'm going hungry (going hungry)
I'm going hungry (going hungry)

Yeah, I don't mind stealing bread
(Mmm, I don't mind)
No, I don't mind stealing bread

I'm going hungry (going hungry)
I'm going hungry (going hungry, yeah)",sad
Eric Clapton,Cocaine,"What'll you do when you get lonely
And nobody's waiting by your side?
You've been running and hiding much too long.
You know it's just your foolish pride.
Layla, you've got me on my knees.
Layla, I'm begging, darling please.
Layla, darling won't you ease my worried mind.
I tried to give you consolation
When your old man had let you down.
Like a fool, I fell in love with you,
Turned my whole world upside down.
Layla, you've got me on my knees.
Layla, I'm begging, darling please.
Layla, darling won't you ease my worried mind.
Let's make the best of the situation
Before I finally go insane.
Please don't say I'll never find a way
And tell me all my love's in vain.
Layla, you've got me on my knees.
Layla, I'm begging, darling please.
Layla, darling won't you ease my worried mind.
Layla, you've got me on my knees.
Layla, I'm begging, darling please.
Layla, darling won't you ease my worried mind.",angry
Soul For Real,Candy Rain,"My love, do you ever dream of
Candy coated raindrops?
You're the same, my candy rain

Have you ever loved someone
So much you thought you'd die?
Giving so much of yourself
It seems the only way

Tell me what you want and I
And I will give it to you
'Cause you are

My love, do you ever dream of
Candy coated raindrops?
You're the same, my candy rain

My love, did you ever dream
That it could be so right?
I never thought that I would find
All that I need in life

All I want, all I need now, I know
I know I found it in you, I found it in you
'Cause you are

My love, do you ever dream of
Candy coated raindrops?
You're the same, my candy rain

My love, do you ever dream of
Candy coated raindrops?
You're the same, my candy rain

My love, do you ever dream of
Candy coated raindrops?
You're the same, my candy rain

Candy coated raindrops
Candy coated raindrops

My love, do you ever dream of
Candy coated raindrops?
You're the same, my candy rain

My love, do you ever dream of
Candy coated raindrops?
You're the same, my candy rain",relaxed
Tank,Sex Music,"If you sexy and you know it
And you sexy and you show it
Lemme see you get your hands in the air
If you sexy and you know it
And you sexy and you show it
Wave your hands like you just don't care

[Verse 1:]
We don't need no clothes for this
They be on the floor for this
All up on the pole for this
Dropping down low for this
All up on the side with this
All between her thighs with this
Imagine how she ride with this
Wait 'til I'm inside with this oh, oh

I know it's turning you on, on
Didn't think it take us this long, long
To have our bodies going crazy to the beat of this song, oh

[Chorus:]
We get it on, ah ah all night long
To this sex music, sex music
Don't stop, that's it, right there, that's my shit
To this sex music, sex music

[Verse 2:]
We got plenty time for this
All that's on my mind with this
All day on the grind for this
I'ma make you mine to this
'Tron and a lime with this
Hope you get right to this
'Gon and close your eyes to this

Love the way you bite your nipple

I know it's turning you on, on
Didn't think it take us this long, long
To have our bodies going crazy to the beat of this song, oh no

[Chorus:]
We get it on, ah ah all night long
To this sex music, sex music
Don't stop, that's it, right there, that's my shit
To this sex music, sex music

[Verse 3:]
Gurl I love your birthday suit
Sho' looks good on you
I just wanna lick you from head to toe
I'ma having you screaming oh, oh
Baby take this ride,
Got me gased up all night
Push the petal down to the flo'
We got sex music on the radio

[Chorus]
We get it on, ah ah all night long
To this sex music, sex music
Don't stop, that's it, right there, that's my shit
To this sex music, sex music

Sex, sex, sex music (oh oh oh)
Sex, sex, sex music (oh, ah, oh)
[Fade]
",happy
Matt Redman,This Is How We Know,"This is how we know
This is how we know what love is
Just one look at Your cross
And this is where we see
This is where we see how love works
For You surrendered Your all

And this is how we know
That You have loved us first
This is where we chose
To love You in return

For You so loved the world
That You gave Your only Son
Love amazing, so divine
We will love You in return
For this life that You give
For this death that You have died
Love amazing, so divine
We will love You in reply, Lord

This is how we know
This is how we know what love is
Just one look at Your cross
And this is where we see
This is where we see how love works
For You surrendered Your all

And this is how we know
That You have loved us first
This is where we chose
To love You in return

For You so loved the world
That You gave Your only Son
Love amazing, so divine
We will love You in return
For this life that You give
For this death that You have died
Love amazing, so divine
We will love You in reply, Lord

Our love will be loud
Our love will be strong
Our love shall be hands and feet
That serve You in this world
So let us stay true
And let it endure
That You will be glorified
And worshiped and adored

For You so loved the world
That You gave Your only Son
Love amazing, so divine
We will love You in return
For this life that You give
For this death that You have died
Love amazing, so divine
We will love You in reply, Lord

Savior of the world
King Jesus we love You
For we have been loved
King Jesus we love You
For we have been loved
King Jesus we love You
For we have been loved
King Jesus we love You
For we have been loved",happy
Big Daddy Weave,Just The Way I Am,"Unbelievable, I'm blown away, it's true
By the matchless love that I've found in You
Undeniable, the change in me
I've never felt so free
It makes me want to dance
You make me want to dance
When I think about how
You love me, You love me
You love me just the way I am
You love me, You love me
You love me just the way
Just the way I am
Ever patiently accepting me
You love in spite of everything I do
But, oh, so faithfully you're committed
To the process that makes me like You
And I feel like I can dance
Oh, You make me want to dance
When I think about how
Not when I'm good enough
Not when I clean my act up
Not when I cross that line the thousandth time
And become a better man
Your grace is more than enough
To cover all my sins You washed them away
So right here today
You love me just the way I am",happy
Point Of Grace,All The World,"All the world is a story
All the world is a stage
All the world is a canvas
All the world is a page
All the world is a horizon
All the world is a field of dreams
All the world is an open doorway
All the world is a place for me

[Rit.]
To be Your voice
To be Your touch
To give an answer
To show Your love
To hold out hope
To offer peace
To shine Your light for everyone to see
In all the world

All the world is a someone
All the world is a dance
All the world is a moment
All the world is a chance

[Rit]

You are amazing mercy
You are undying grace
I want the world to see how wonderful You are
Upon my face",relaxed
Steven Curtis Chapman,All About Love,"We've got CD's, tapes
And videos, radios and TV shows
Conferences, retreats
And seminars
We've got books and magazines
To read on everything from A to Z
And a web to surf
From anywhere we are
But I hope with all this information
Buzzing through our brains
That we will not let our hearts forget
The most important thing
Is love, love, love, love, love
It's all about love, love, love, love, love
Everything else comes down to this
Nothing any higher on the list than love
It's all about love
Now they're fighting in the Middle East
And they're fighting down on 7th street
And there are fights
In my own house on given days
It's like something's lurking deep inside
That can't seem to be satisfied
But life was not meant
To be lived this way
'Cause it's true for every man
And woman, every boy and girl
That our only hope for living
Here together in this world
Is love, love, love, love, love
It's all about love, love, love, love, love
Everything else comes down to this
Nothing any higher on the list than love
This is the reason we were made
To know the love of our creator
And to give the love He's given us away
Yeah, the Maker and the Father
And the God of everything
He says to love love love
He says love love love
Love love love
'Cause after all it's all about love
God says, love, love, love, love, love
It's all about love, love, love, love, love
Everything else comes down to this
Nothing any higher on the list than love
'Cause after all it's all about love
It's all about love, love, love, love, love
It's all about love, love, love, love, love
It's all about love, love, love, love, love",happy
Chris Tomlin,Our God,"Water You turned into wine
Opened the eyes of the blind
There's no one like you
None like you
Into the darkness You shine
Out of the ashes we rise
There`s No one like you
None like you
Our God is greater, our God is stronger
God You are higher than any other
Our God is Healer, awesome in power
Our God, Our God
Into the darkness you shining
Out of the ashes we Rise
No one like you
None like you
Our God is greater, our God is stronger
God You are higher than any other
Our God is Healer, awesome in power
Our God, Our God
Our God is greater, our God is stronger
God You are higher than any other
Our God is Healer, awesome in power
Our God, Our God
And if Our God is for us, then who could ever stop us?
And if our God is with us, then what can stand against?
And if Our God is for us, then who could ever stop us?
And if our God is with us, then what can stand against?
Then what can stand against?
Our God is greater, our God is stronger
God You are higher than any other
Our God is Healer, awesome in power
Our God, Our God
Our God is greater, our God is stronger
God You are higher than any other
Our God is Healer, awesome in power
Our God, Our God
And if Our God is for us, then who could ever stop us?
And if our God is with us, then what can stand against?
And if Our God is for us, then who can ever stop us?
And if our God is with us, then what can stand against?
Then what can stand against?
Then what can stand against?",happy
Steven Curtis Chapman,Not Home Yet,"To all the travelers
Pilgrims longing for a home
From one who walks with you
On this journey called
 Life's road
It is a long and winding road
From one who's seen the view
And dreamt of staying
Over mountains high
And one who's cried like you
Wanting so much
Just to lay down and die
I offer this
We must remember this
We are not home yet
We are not home yet
Keep on looking ahead
Let our hearts not forget
We are not home yet
Not home yet
So close your eyes with me
And hear the Father saying
 Welcome home
Let us find the strength
In all his promises to carry on
He said,  I'll go prepare
A place for you
So let us not forget
We are not home yet
We are not home yet
Keep on looking ahead
Let our hearts not forget
We are not home yet
We are not home yet
We are not home yet
Keep on looking ahead
Let our hearts not forget
We are not home yet
I know there'll be a moment
I know there'll be a place
When we will see our Savior
And fall in his embrace
So let us not grow weary
Or too contempt to stay
'Cause we are not home yet
So let us journey on
We are not home yet
So let us journey on
We are not home yet",relaxed
Digital Underground,Kiss You Back,"Shimmy shimmy cocoa-pop
Shimmy shimmy cocoa-pop
Shimmy shimmy cocoa-pop
Shimmy shimmy cocoa-pop
We-we chocolate cross-over
Yea, we chocolate cross-over
See me cocoa might go pop
I'm cocoa and I might go pop

Now it's about time that I cleared this
So pardon me miss
But I'd like for you to hear this
If you kiss me then I'll kiss you back
You see, I feel real good inside, and it's just from your nearness
There's no need for you to fear this
Kiss me, I'll kiss you back
Mmmm

Well ya look kinda cute to me
I think we can achieve this
Plus you act like you need this
Kiss me and I'll kiss you back
You act real fly
Money-be's not buyin' it
Quit denyin' it
You're better off tryin' it
Freak me girl and I'll freak you back
(Duh nuh nuh nuh nuh nuh nuuuuh)

Through any kinda weather
Will me and you forever
Stay together
Well I just don't know
But I'll tell ya what though
If you kiss me then I'll kiss you back
(Kiss you back)
And I guess you want to know if I'm gonna be around
I ain't sure but I'll tell you what I do know
If you kiss me then I'll kiss you back
(Kiss you back)
Alright, lets do this

If you kiss me then I'll kiss you back
Yea, kiss me and I'll kiss you back
If you kiss me then I'll kiss you back
You with it? 'cause if you with it, I'm with it, yo
If you kiss me then I'll kiss you back
Yea, mmm
Just kiss me then I'll kiss you back
I'll kiss you back, I'll kiss you back

Now I'm hopin' that you hear me
Cause I love it when you're near me
And I'm tellin' you sincerely
That if you kiss me girl I'll kiss you back
Cause I really really really like you
And I just want to make it clear
We're gonna keep it fair and square
Kiss me and I'll kiss you back

Yo it's not funny!
Real cute is what you say to me
But any other way you play me
If you love me then I'll love you back
When you say I get the most out of this it kind of bothers me
A fair exchange and no robbery
Love me girl and I'll love you back

Now I'm hopin' that you hear me
Cause I love it when you're near me
And I know you know I knew this
So I guess that we can do this
Alright, sing it with me again, c'mon

If you kiss me then I'll kiss you back
Come on, keep it going
If you kiss me then I'll kiss you back
Yeah, ladies?
If you love me boy I'll love you back
Oh yeah? Yo I'm with it!
If you kiss me then I'll kiss you back
Alright, alright that's cool, now let's change it up a little

If you play with my tummy I'll tickle your feet
You know?
If you touch me here I'll touch you there
Yeah, put lotion on me
If you kiss me then I'll kiss you back
I'll kiss you back
If you love me girl I'll love you back
I'll love you back

We know what you go though
Sometimes we put you down
People treat you coldly
They know you sleep around
We never want to disrespect you
And tell anyone in town
But if you love me then I'll love you back
I'm askin' if you're down

I'm hopin' that you hear me 'cause I love it when you're near me

If you kiss me then I'll kiss you back
I'll kiss you back
You know I know you knew this so I guess that we could do this
If you kiss me then I'll kiss you back
You know what I'm sayin'?
I mean if it's a deal to you it's a deal to me, but yo
Kiss me then I'll kiss you back
Yo let's kick it one more time, come on
Kick it

If you kiss me then I'll kiss you back
Kiss me
If you kiss me then I'll kiss you back
And I'll kiss you back
If you kiss me then I'll kiss you back
If you play with my feet I'll tickle your tummy
If you love me boy I'll love you back
Yea, I like it when the girls do it
If you love me boy I'll love you back
Come one ladies, one more time, kick it
If you love me boy I'll love you back

Cause if you kiss me then I'll kiss you back
But if you hit me then I'll hit you back
Smack me and I'll smack you back
If you scratch me here I'll scratch you there
Aww, put lotion on me
If you kiss me then I'll kiss you back

If you kiss me then I'll kiss you back
If you kiss me girl I'll kiss you back
If you touch me here I'll touch you there
Touch me here, baby, and I'll touch you there
If you kiss me then I'll kiss you back

Yea! Yo this is pumpin'!
Yo Shock this is pumpin' man, this sounds like somethin I'd do!
I hear ya, I hear ya Hump!
You know what I'm sayin?
Yeah.
'Cept I'd do it like this:
Hit it girls

If you pinch my nose I'll play with your toes
You know what I'm sayin?
Right, right, right
If you look real cutie I'll play with your booty
Yeah
Yeah
Check it, yeah
Yo, but would ya
If you hold my nuts I'll
Alright, that's enough! That's enough!
What, what man? I ain't
No, no Hump, come on man, no, no
Awright, awright, awright
Let's just keep it cool, you know what I'm sayin?

If you kiss me then I'll kiss you back
If you kiss me then I'll kiss you back
Hold my nose! Uh-huh
If you kiss me then I'll kiss you back
Just havin' fun with it, man, know what I'm sayin'?
If you kiss me then I'll kiss you back
Kiss me then I'll kiss you back
Alright, heh heh

Shimmy shimmy cocoa-pop
We-we chocolate cross-over
See me cocoa might go pop
Shimmy shimmy cocoa pop

We chocolate cross-over
We chocolate might cross over
See me cocoa might go pop
I'm cocoa and I might go pop
See me cocoa might go pop
See me? I'm cocoa, and I might go pop
See me cocoa might go pop
Yeah, we cocoa and we might go pop

See me cocoa might go pop
See me cocoa might go pop
See me cocoa might go pop
See me see me cocoa might go pop go pop
See me cocoa might go pop
Me cocoa and I might go pop
Hah hah hah hah hah
See me cocoa might go pop",happy
Mark Ronson,Bang Bang Bang ,"Un, deux, trois (uh ah, turn it up a little bit more)
Bang, bang, bang
Feathers, I'm plucking feathers
One by one, by one
No more skylarking, around my head
Your information
But there's no hiding it, behind moulting feathers
On the plane, on my brain, 'bout to do the sho'
40k contract, take it out the do'
Dice, symbolize my life, roll 'em on the flo'
From your grubby hands, as you hand the grandstand
You live a shitty life, we live a bon, bon vie
Hotter than the book, while we watch the tv
Think you got us fooled, ooh never again
First time, shame on me, second time, your time will end
No way, bang your dead, here's your silhouette
Je te plumerai la, tete
Je te plumerai la, tete
Bang your dead, alouette, here's your silhouette
Je te plumerai la, tete
Je te plumerai la, tete
No way, no, (the clock) it's ticking forward
No way, it's just a cruel, cruel world
Cruel world is fittin', they got us all hittin'
With late night divisions, and lab app decisions
We're faced with decisions, to fight a fricassee
And you've clearly decided, on how to handle me
Difficile, imbecile, is it fake, is it real
Are we dying on our feet, are we trying in our sleep
There's a rumour goin' 'round, 'bout the suits runnin' town
If you look into the sky, them birds fly high, high, high
Numbers, you got that number
You're logging hours, and don't see the big picture
Over your shoulder, you'll get no last words
Because it's too late, you've clipped your own wings (your own wings)
No way, bang your dead, here's your silhouette
Je te plumerai la, tete
Je te plumerai la, tete
Bang your dead, alouette, here's your silhouette
Je te plumerai la, tete
Je te plumerai la, tete
We're never gonna, believe in, the stories, that you're weavin'
We're never gonna, believe in, the stories, that you're weavin'
We're never gonna, believe in, the stories, that you're weavin'
We're believin' in the proof, we're believin' in the truth
We're believin' in each other, not you, you, you
Stories (you with the tall tales), how many stories (so many tall tales)
We climb the structure (you scale the ladder)
You build it higher (you make us madder)
We take our aim (so now we're bearin' off)
You perch above your nest (in your charms)
The stories in your head (it's a crazy bald head)
Yeah, that's what got you dead
No way, no, (the clock) it's ticking forward
No way, it's just a cruel, cruel world (cruel, cruel world)
No way, bang your dead, here's your silhouette
Je te plumerai la, tete
Je te plumerai la, tete
Bang your dead, alouette, here's your silhouette
Je te plumerai la, tete
Je te plumerai la, tete
Un, deux, trois
No one ever does it like that anymore
Bang, bang, bang
When feathers fly, you deny everything (alouette)
Un, deux, trois
No one ever does it like that anymore
Bang, bang, bang (alouette)
When feathers fly, you deny everything yo",sad
Sting,I Hung My Head,"Early one morning with time to kill
I borrowed Jeb's rifle and sat on the hill
I saw a lone rider crossing the plain
I drew a bread on him to practice my aim
My brother's rifle went off in my hand
A shot rang out across the land
The horse he kept running the rider was dead
I hung my head, I hung my head
I hung my head, I hung my head
I set off running to wake from the dream
My brother's rifle went into the stream
I kept on running into the salt lands
And that's where they found me, my head in my hands
The sheriff he asked me  Why had I run
Then it came to me just what I had done
And all for no reason, just one piece of lead
I hung my head, I hung my head
I hung my head, I hung my head
Here in the courthouse, the whole town is there
I see the judge high up in his chair
 Explain to the courtroom what went through your mind
And we'll ask the jury what verdict they find
I said  I felt the power of death over life
I orphaned his children I widowed his wife
I beg their forgiveness I wish I was dead
I hung my head, I hung my head
I hung my head, I hung my head
Early one morning with time to kill
I see the gallows up on the hill
And out in the distance a trick of the brain
I see a lone rider crossing the plain
He's come to fetch me to see what they done
We'll ride together 'til Kingdom come
I pray for God's mercy for soon I'll be dead
I hung my head, I hung my head
I hung my head, I hung my head",sad
Carrie Rodriguez,Big Love,"I need love as big as an ocean
I need a love that can't be crossed
I need love in perpetual motion
I need a love that won't get lost

Do you know where this love can be found?
Do you know where this love can be found?
Open up your eyes and take a look around
Do you know where this love can be found?

'Cause I'm a full-grown woman
And I'm lookin' for a big love

I need love, gonna move this mountain
I need a love that I can't hide away
I need a love, gonna lift me up to that drinkin' fountain
Just like my daddy did in my younger days

Is this love gonna get up off the ground?
Is this love gonna get up off the ground?
I need a fifty-foot man to wrap these arms around
Is this love gonna get up off the ground?

'Cause I'm a full-grown woman
And I'm lookin' for a big love

Never did just a little drinkin'
I could drink the Milky Way
Think small and your heart starts shrinking
I'm here to stay

I got to have your big love
I've got to have it right away
Mmm, right away

I need a love as big as an ocean
I need a love that can't be crossed
I need love in perpetual motion
I need a love that won't get lost

'Cause I'm a full-grown woman
And I'm lookin' for a big love
Big love, big love",happy
The Secret Sisters,The One I Love Is Gone,"I don't know I don't know
Where I'll go or what I'll do
It makes no difference what I do without you
'Cause I love you my darling
But I'll try to let you be
Goodbye it's the last you'll hear of me
Well I found a bluebird
High on a mountainside
And that little bird it sings little songs
So I'll sigh, I'll cry
I'll even want to die
For the one I love is gone
Well I don't know I don't know
Where I'll go or what I'll do
It makes no difference what I do without you
'Cause I love you my darling
But I'll try to let you be
Goodbye it's the last you'll hear of me
Goodbye it's the last you'll hear of me",relaxed
